Test  | A*        | A* time   | A* len    | D* Lite   | D* time   | D* len    
---------------------------------------------------------------------------------
1     | Path found| 0.796     | 54        | Path found| 4.985     | 54        
2     | Path found| 0.690     | 62        | Path found| 4.530     | 62        
3     | Path found| 0.438     | 62        | Path found| 4.039     | 62        
4     | Path found| 0.634     | 65        | Path found| 2.796     | 65        
5     | Path found| 0.830     | 65        | Path found| 6.222     | 65        
6     | Path found| 0.312     | 54        | Path found| 3.033     | 54        
7     | Path found| 0.431     | 53        | Path found| 1.686     | 53        
8     | Path found| 0.516     | 63        | Path found| 3.162     | 63        
9     | Path found| 0.193     | 53        | Path found| 1.825     | 53        
10    | Path found| 0.372     | 50        | Path found| 1.529     | 50        
11    | Path found| 0.293     | 60        | Path found| 1.331     | 60        
12    | Path found| 0.330     | 58        | Path found| 1.931     | 58        
13    | Path found| 0.302     | 65        | Path found| 2.332     | 65        
14    | Path found| 0.241     | 51        | Path found| 1.542     | 51        
15    | Path found| 0.250     | 53        | Path found| 1.661     | 53        
16    | Path found| 0.294     | 54        | Path found| 1.726     | 54        
17    | Path found| 0.238     | 57        | Path found| 1.707     | 57        
18    | Path found| 0.206     | 52        | Path found| 1.606     | 52        
19    | Path found| 0.284     | 60        | Path found| 1.864     | 60        
20    | Path found| 0.263     | 64        | Path found| 2.221     | 64        
21    | Path found| 0.603     | 65        | Path found| 2.540     | 65        
22    | Path found| 0.290     | 63        | Path found| 2.263     | 63        
23    | Path found| 0.317     | 58        | Path found| 1.443     | 58        
24    | Path found| 0.283     | 53        | Path found| 1.578     | 53        
25    | Path found| 0.240     | 53        | Path found| 1.637     | 53        
26    | Path found| 0.703     | 71        | Path found| 2.979     | 71        
27    | Path found| 0.135     | 50        | Path found| 1.260     | 50        
28    | Path found| 0.248     | 54        | Path found| 1.743     | 54        
29    | Path found| 0.357     | 53        | Path found| 1.550     | 53        
30    | Path found| 0.326     | 60        | Path found| 2.135     | 60        
31    | Path found| 0.177     | 53        | Path found| 1.108     | 53        
32    | Path found| 0.261     | 65        | Path found| 2.384     | 65        
33    | Path found| 0.222     | 52        | Path found| 1.480     | 52        
34    | Path found| 0.160     | 60        | Path found| 2.107     | 60        
35    | Path found| 0.223     | 52        | Path found| 1.599     | 52        
36    | Path found| 0.379     | 62        | Path found| 2.270     | 62        
37    | Path found| 0.426     | 56        | Path found| 1.905     | 56        
38    | Path found| 0.374     | 59        | Path found| 2.026     | 59        
39    | Path found| 0.261     | 54        | Path found| 1.702     | 54        
40    | Path found| 0.137     | 54        | Path found| 1.659     | 54        
41    | Path found| 0.230     | 58        | Path found| 2.033     | 58        
42    | Path found| 0.291     | 76        | Path found| 3.290     | 76        
43    | Path found| 0.221     | 59        | Path found| 1.850     | 59        
44    | Path found| 0.213     | 50        | Path found| 1.373     | 50        
45    | Path found| 0.247     | 64        | Path found| 2.422     | 64        
46    | Path found| 0.253     | 57        | Path found| 1.890     | 57        
47    | Path found| 0.487     | 60        | Path found| 2.117     | 60        
48    | Path found| 0.392     | 62        | Path found| 1.732     | 62        
49    | Path found| 0.313     | 55        | Path found| 1.685     | 55        
50    | Path found| 0.148     | 50        | Path found| 1.402     | 50        
51    | Path found| 0.501     | 74        | Path found| 3.224     | 74        
52    | Path found| 0.288     | 55        | Path found| 1.775     | 55        
53    | Path found| 0.243     | 58        | Path found| 2.011     | 58        
54    | Path found| 0.201     | 58        | Path found| 1.832     | 58        
55    | Path found| 0.247     | 52        | Path found| 1.502     | 52        
56    | Path found| 0.166     | 70        | Path found| 2.957     | 70        
57    | Path found| 0.421     | 76        | Path found| 3.367     | 76        
58    | Path found| 0.560     | 79        | Path found| 3.371     | 79        
59    | Path found| 0.221     | 50        | Path found| 1.483     | 50        
60    | Path found| 0.191     | 54        | Path found| 1.689     | 54        
61    | Path found| 0.527     | 73        | Path found| 3.130     | 73        
62    | Path found| 0.273     | 70        | Path found| 2.635     | 70        
63    | Path found| 0.309     | 61        | Path found| 2.233     | 61        
64    | Path found| 0.262     | 52        | Path found| 1.316     | 52        
65    | Path found| 0.462     | 65        | Path found| 1.722     | 65        
66    | Path found| 0.265     | 58        | Path found| 1.013     | 58        
67    | Path found| 0.303     | 61        | Path found| 2.160     | 61        
68    | Path found| 0.258     | 60        | Path found| 1.903     | 60        
69    | Path found| 0.150     | 50        | Path found| 0.880     | 50        
70    | Path found| 0.215     | 58        | Path found| 1.903     | 58        
71    | Path found| 0.227     | 59        | Path found| 2.011     | 59        
72    | Path found| 0.185     | 55        | Path found| 1.800     | 55        
73    | Path found| 0.191     | 50        | Path found| 1.186     | 50        
74    | Path found| 0.265     | 57        | Path found| 1.992     | 57        
75    | Path found| 0.506     | 60        | Path found| 1.884     | 60        
76    | Path found| 0.449     | 70        | Path found| 2.029     | 70        
77    | Path found| 0.335     | 70        | Path found| 2.941     | 70        
78    | Path found| 0.329     | 59        | Path found| 1.890     | 59        
79    | Path found| 0.384     | 53        | Path found| 1.652     | 53        
80    | Path found| 0.331     | 52        | Path found| 1.275     | 52        
81    | Path found| 0.260     | 57        | Path found| 1.625     | 57        
82    | Path found| 0.334     | 67        | Path found| 2.345     | 67        
83    | Path found| 0.229     | 58        | Path found| 1.601     | 58        
84    | Path found| 0.391     | 54        | Path found| 1.619     | 54        
85    | Path found| 0.302     | 75        | Path found| 3.436     | 75        
86    | Path found| 0.297     | 71        | Path found| 2.868     | 71        
87    | Path found| 0.454     | 73        | Path found| 3.096     | 73        
88    | Path found| 0.420     | 59        | Path found| 1.773     | 59        
89    | Path found| 0.141     | 52        | Path found| 1.137     | 52        
90    | Path found| 0.241     | 50        | Path found| 1.369     | 50        
91    | Path found| 0.272     | 58        | Path found| 2.014     | 58        
92    | Path found| 0.139     | 50        | Path found| 0.655     | 50        
93    | Path found| 0.279     | 60        | Path found| 1.944     | 60        
94    | Path found| 0.208     | 59        | Path found| 1.793     | 59        
95    | Path found| 0.332     | 61        | Path found| 1.571     | 61        
96    | Path found| 0.405     | 68        | Path found| 2.728     | 68        
97    | Path found| 0.437     | 56        | Path found| 1.857     | 56        
98    | Path found| 0.262     | 67        | Path found| 2.514     | 67        
99    | Path found| 0.146     | 55        | Path found| 1.404     | 55        
100   | Path found| 0.508     | 60        | Path found| 2.101     | 60        
101   | Path found| 0.288     | 62        | Path found| 2.173     | 62        
102   | Path found| 0.176     | 50        | Path found| 1.486     | 50        
103   | Path found| 0.280     | 63        | Path found| 2.148     | 63        
104   | Path found| 0.258     | 54        | Path found| 1.630     | 54        
105   | Path found| 0.363     | 54        | Path found| 1.568     | 54        
106   | Path found| 0.239     | 62        | Path found| 2.198     | 62        
107   | Path found| 0.287     | 56        | Path found| 1.790     | 56        
108   | Path found| 0.294     | 58        | Path found| 1.877     | 58        
109   | Path found| 0.227     | 60        | Path found| 2.158     | 60        
110   | Path found| 0.252     | 54        | Path found| 1.611     | 54        
111   | Path found| 0.261     | 53        | Path found| 1.219     | 53        
112   | Path found| 0.160     | 50        | Path found| 1.551     | 50        
113   | Path found| 0.233     | 55        | Path found| 1.878     | 55        
114   | Path found| 0.144     | 50        | Path found| 1.417     | 50        
115   | Path found| 0.496     | 73        | Path found| 2.801     | 73        
116   | Path found| 0.158     | 59        | Path found| 2.014     | 59        
117   | Path found| 0.149     | 50        | Path found| 1.256     | 50        
118   | Path found| 0.421     | 66        | Path found| 2.354     | 66        
119   | Path found| 0.298     | 80        | Path found| 3.869     | 80        
120   | Path found| 0.181     | 54        | Path found| 1.289     | 54        
121   | Path found| 0.293     | 67        | Path found| 2.582     | 67        
122   | Path found| 0.285     | 50        | Path found| 0.739     | 50        
123   | Path found| 0.124     | 50        | Path found| 1.481     | 50        
124   | Path found| 0.304     | 54        | Path found| 1.290     | 54        
125   | Path found| 0.311     | 77        | Path found| 3.416     | 77        
126   | Path found| 0.168     | 50        | Path found| 1.512     | 50        
127   | Path found| 0.235     | 63        | Path found| 2.219     | 63        
128   | Path found| 0.254     | 55        | Path found| 1.729     | 55        
129   | Path found| 0.223     | 50        | Path found| 1.463     | 50        
130   | Path found| 0.262     | 56        | Path found| 1.852     | 56        
131   | Path found| 0.128     | 51        | Path found| 1.275     | 51        
132   | Path found| 0.204     | 57        | Path found| 1.518     | 57        
133   | Path found| 0.377     | 61        | Path found| 1.336     | 61        
134   | Path found| 0.260     | 50        | Path found| 1.483     | 50        
135   | Path found| 0.254     | 69        | Path found| 2.434     | 69        
136   | Path found| 0.353     | 50        | Path found| 1.341     | 50        
137   | Path found| 0.154     | 61        | Path found| 2.020     | 61        
138   | Path found| 0.547     | 79        | Path found| 3.751     | 79        
139   | Path found| 0.325     | 58        | Path found| 1.332     | 58        
140   | Path found| 0.218     | 52        | Path found| 1.461     | 52        
141   | Path found| 0.318     | 61        | Path found| 2.180     | 61        
142   | Path found| 0.125     | 54        | Path found| 1.651     | 54        
143   | Path found| 0.309     | 66        | Path found| 2.535     | 66        
144   | Path found| 0.355     | 51        | Path found| 1.311     | 51        
145   | Path found| 0.240     | 53        | Path found| 1.527     | 53        
146   | Path found| 0.410     | 54        | Path found| 1.719     | 54        
147   | Path found| 0.198     | 51        | Path found| 1.436     | 51        
148   | Path found| 0.260     | 52        | Path found| 0.842     | 52        
149   | Path found| 0.375     | 66        | Path found| 1.913     | 66        
150   | Path found| 0.324     | 59        | Path found| 1.299     | 59        
151   | Path found| 0.190     | 69        | Path found| 2.790     | 69        
152   | Path found| 0.307     | 55        | Path found| 0.997     | 55        
153   | Path found| 0.347     | 64        | Path found| 2.383     | 64        
154   | Path found| 0.291     | 56        | Path found| 1.274     | 56        
155   | Path found| 0.335     | 68        | Path found| 2.537     | 68        
156   | Path found| 0.309     | 61        | Path found| 1.503     | 61        
157   | Path found| 0.205     | 50        | Path found| 1.486     | 50        
158   | Path found| 0.178     | 50        | Path found| 1.062     | 50        
159   | Path found| 0.594     | 82        | Path found| 4.041     | 82        
160   | Path found| 0.215     | 61        | Path found| 2.119     | 61        
161   | Path found| 0.180     | 54        | Path found| 1.696     | 54        
162   | Path found| 0.643     | 70        | Path found| 2.869     | 70        
163   | Path found| 0.268     | 56        | Path found| 1.512     | 56        
164   | Path found| 0.551     | 62        | Path found| 2.336     | 62        
165   | Path found| 0.249     | 70        | Path found| 2.644     | 70        
166   | Path found| 0.183     | 52        | Path found| 1.631     | 52        
167   | Path found| 0.336     | 57        | Path found| 1.346     | 57        
168   | Path found| 0.221     | 54        | Path found| 1.507     | 54        
169   | Path found| 0.387     | 68        | Path found| 2.531     | 68        
170   | Path found| 0.197     | 51        | Path found| 0.893     | 51        
171   | Path found| 0.348     | 52        | Path found| 1.438     | 52        
172   | Path found| 0.320     | 58        | Path found| 1.394     | 58        
173   | Path found| 0.213     | 56        | Path found| 1.811     | 56        
174   | Path found| 0.263     | 57        | Path found| 1.834     | 57        
175   | Path found| 0.379     | 73        | Path found| 2.930     | 73        
176   | Path found| 0.420     | 57        | Path found| 1.722     | 57        
177   | Path found| 0.276     | 55        | Path found| 1.891     | 55        
178   | Path found| 0.164     | 60        | Path found| 2.101     | 60        
179   | Path found| 0.286     | 52        | Path found| 1.162     | 52        
180   | Path found| 0.360     | 58        | Path found| 1.970     | 58        
181   | Path found| 0.280     | 55        | Path found| 1.468     | 55        
182   | Path found| 0.218     | 52        | Path found| 1.165     | 52        
183   | Path found| 0.314     | 62        | Path found| 2.209     | 62        
184   | Path found| 0.316     | 65        | Path found| 2.312     | 65        
185   | Path found| 0.189     | 54        | Path found| 1.097     | 54        
186   | Path found| 0.272     | 50        | Path found| 1.048     | 50        
187   | Path found| 0.634     | 75        | Path found| 3.252     | 75        
188   | Path found| 0.255     | 64        | Path found| 2.365     | 64        
189   | Path found| 0.149     | 52        | Path found| 1.507     | 52        
190   | Path found| 0.268     | 60        | Path found| 1.977     | 60        
191   | Path found| 0.226     | 54        | Path found| 1.423     | 54        
192   | Path found| 0.585     | 69        | Path found| 2.677     | 69        
193   | Path found| 0.310     | 63        | Path found| 2.193     | 63        
194   | Path found| 0.156     | 52        | Path found| 1.635     | 52        
195   | Path found| 0.224     | 52        | Path found| 1.424     | 52        
196   | Path found| 0.365     | 63        | Path found| 2.363     | 63        
197   | Path found| 0.314     | 73        | Path found| 3.183     | 73        
198   | Path found| 0.153     | 55        | Path found| 1.459     | 55        
