Test  | A*        | A* time   | A* len    | D* Lite   | D* time   | D* len    
114   | Path found| 0.108     | 39        | Path found| 0.722     | 39        
115   | Path found| 0.059     | 17        | Path found| 0.289     | 17        
116   | Path found| 0.067     | 19        | Path found| 0.309     | 19        
117   | Path found| 0.268     | 59        | Path found| 1.976     | 59        
118   | Path found| 0.043     | 14        | Path found| 0.215     | 14        
119   | Path found| 0.157     | 35        | Path found| 0.785     | 35        
120   | Path found| 0.073     | 37        | Path found| 0.905     | 37        
121   | Path found| 0.218     | 44        | Path found| 0.672     | 44        
122   | Path found| 0.186     | 34        | Path found| 0.759     | 34        
123   | Path found| 0.148     | 43        | Path found| 0.710     | 43        
124   | Path found| 0.148     | 53        | Path found| 1.661     | 53        
125   | Path found| 0.076     | 17        | Path found| 0.322     | 17        
126   | Path found| 0.236     | 42        | Path found| 0.968     | 42        
127   | Path found| 0.076     | 22        | Path found| 0.294     | 22        
128   | Path found| 0.190     | 50        | Path found| 1.423     | 50        
129   | Path found| 0.082     | 40        | Path found| 0.493     | 40        
130   | Path found| 0.037     | 10        | Path found| 0.170     | 10        
131   | Path found| 0.104     | 29        | Path found| 0.576     | 29        
132   | Path found| 0.058     | 25        | Path found| 0.308     | 25        
133   | Path found| 0.386     | 63        | Path found| 2.157     | 63        
134   | Path found| 0.173     | 50        | Path found| 1.312     | 50        
135   | Path found| 0.027     | 6         | Path found| 0.125     | 6         
136   | Path found| 0.060     | 19        | Path found| 0.273     | 19        
137   | Path found| 0.061     | 21        | Path found| 0.252     | 21        
138   | Path found| 0.023     | 3         | Path found| 0.105     | 3         
139   | Path found| 0.106     | 31        | Path found| 0.689     | 31        
140   | Path found| 0.164     | 47        | Path found| 1.331     | 47        
141   | Path found| 0.101     | 41        | Path found| 0.510     | 41        
142   | Path found| 0.150     | 44        | Path found| 0.742     | 44        
143   | Path found| 0.026     | 4         | Path found| 0.115     | 4         
144   | Path found| 0.282     | 67        | Path found| 2.584     | 67        
145   | Path found| 0.023     | 4         | Path found| 0.112     | 4         
146   | Path found| 0.261     | 44        | Path found| 1.026     | 44        
147   | Path found| 0.289     | 45        | Path found| 1.140     | 45        
148   | Path found| 0.096     | 25        | Path found| 0.472     | 25        
149   | Path found| 0.140     | 39        | Path found| 0.959     | 39        
150   | Path found| 0.232     | 39        | Path found| 0.512     | 39        
151   | Path found| 0.070     | 28        | Path found| 0.482     | 28        
152   | Path found| 0.043     | 12        | Path found| 0.178     | 12        
153   | Path found| 0.027     | 7         | Path found| 0.128     | 7         
154   | Path found| 0.021     | 2         | Path found| 0.107     | 2         
155   | Path found| 0.075     | 28        | Path found| 0.515     | 28        
156   | Path found| 0.151     | 50        | Path found| 1.551     | 50        
157   | Path found| 0.059     | 19        | Path found| 0.328     | 19        
158   | Path found| 0.058     | 20        | Path found| 0.348     | 20        
159   | Path found| 0.067     | 23        | Path found| 0.488     | 23        
160   | Path found| 0.092     | 27        | Path found| 0.534     | 27        
161   | Path found| 0.324     | 74        | Path found| 3.252     | 74        
162   | Path found| 0.062     | 23        | Path found| 0.229     | 23        
163   | Path found| 0.522     | 61        | Path found| 2.162     | 61        
164   | Path found| 0.199     | 42        | Path found| 1.086     | 42        
165   | Path found| 0.338     | 63        | Path found| 1.730     | 63        
166   | Path found| 0.030     | 6         | Path found| 0.133     | 6         
167   | Path found| 0.060     | 23        | Path found| 0.382     | 23        
168   | Path found| 0.192     | 38        | Path found| 1.005     | 38        
169   | Path found| 0.248     | 45        | Path found| 0.733     | 45        
170   | Path found| 0.051     | 14        | Path found| 0.238     | 14        
171   | Path found| 0.064     | 22        | Path found| 0.445     | 22        
172   | Path found| 0.208     | 36        | Path found| 0.455     | 36        
173   | Path found| 0.058     | 20        | Path found| 0.288     | 20        
174   | Path found| 0.052     | 15        | Path found| 0.207     | 15        
175   | Path found| 0.103     | 33        | Path found| 0.552     | 33        
176   | Path found| 0.196     | 52        | Path found| 1.668     | 52        
177   | Path found| 0.027     | 5         | Path found| 0.129     | 5         
178   | Path found| 0.032     | 8         | Path found| 0.160     | 8         
179   | Path found| 0.037     | 17        | Path found| 0.153     | 17        
180   | Path found| 0.092     | 27        | Path found| 0.460     | 27        
181   | Path found| 0.072     | 40        | Path found| 0.364     | 40        
182   | Path found| 0.098     | 36        | Path found| 0.450     | 36        
183   | Path found| 0.086     | 30        | Path found| 0.512     | 30        
184   | Path found| 0.022     | 2         | Path found| 0.108     | 2         
185   | Path found| 0.041     | 12        | Path found| 0.188     | 12        
186   | Path found| 0.069     | 42        | Path found| 0.319     | 42        
187   | Path found| 0.088     | 32        | Path found| 0.702     | 32        
188   | Path found| 0.067     | 19        | Path found| 0.343     | 19        
189   | Path found| 0.124     | 44        | Path found| 1.063     | 44        
190   | Path found| 0.106     | 28        | Path found| 0.295     | 28        
191   | Path found| 0.031     | 9         | Path found| 0.154     | 9         
192   | Path found| 0.076     | 28        | Path found| 0.436     | 28        
193   | Path found| 0.101     | 30        | Path found| 0.556     | 30        
194   | Path found| 0.067     | 22        | Path found| 0.258     | 22        
195   | Path found| 0.097     | 42        | Path found| 0.533     | 42        
196   | Path found| 0.149     | 39        | Path found| 0.932     | 39        
197   | Path found| 0.038     | 13        | Path found| 0.171     | 13        
198   | Path found| 0.045     | 13        | Path found| 0.173     | 13        
199   | Path found| 0.082     | 26        | Path found| 0.231     | 26        
200   | Path found| 0.108     | 34        | Path found| 0.529     | 34        
201   | Path found| 0.142     | 35        | Path found| 0.755     | 35        
202   | Path found| 0.241     | 51        | Path found| 0.978     | 51        
203   | Path found| 0.112     | 25        | Path found| 0.503     | 25        
204   | Path found| 0.070     | 26        | Path found| 0.369     | 26        
205   | Path found| 0.164     | 39        | Path found| 0.785     | 39        
206   | Path found| 0.077     | 26        | Path found| 0.524     | 26        
207   | Path found| 0.084     | 21        | Path found| 0.351     | 21        
208   | Path found| 0.494     | 74        | Path found| 2.160     | 74        
209   | Path found| 0.344     | 56        | Path found| 1.348     | 56        
210   | Path found| 0.085     | 36        | Path found| 0.385     | 36        
211   | Path found| 0.061     | 20        | Path found| 0.302     | 20        
212   | Path found| 0.166     | 36        | Path found| 0.707     | 36        
213   | Path found| 0.040     | 18        | Path found| 0.211     | 18        
214   | Path found| 0.153     | 40        | Path found| 0.908     | 40        
215   | Path found| 0.117     | 31        | Path found| 0.669     | 31        
216   | Path found| 0.032     | 8         | Path found| 0.139     | 8         
217   | Path found| 0.219     | 53        | Path found| 1.497     | 53        
218   | Path found| 0.082     | 32        | Path found| 0.574     | 32        
219   | Path found| 0.135     | 40        | Path found| 0.643     | 40        
220   | Path found| 0.271     | 53        | Path found| 1.605     | 53        
221   | Path found| 0.097     | 34        | Path found| 0.636     | 34        
222   | Path found| 0.218     | 55        | Path found| 1.640     | 55        
223   | Path found| 0.318     | 66        | Path found| 2.502     | 66        
224   | Path found| 0.038     | 10        | Path found| 0.172     | 10        
225   | Path found| 0.076     | 26        | Path found| 0.349     | 26        
226   | Path found| 0.081     | 25        | Path found| 0.375     | 25        
227   | Path found| 0.037     | 13        | Path found| 0.167     | 13        
228   | Path found| 0.046     | 17        | Path found| 0.217     | 17        
229   | Path found| 0.051     | 24        | Path found| 0.256     | 24        
230   | Path found| 0.301     | 56        | Path found| 1.552     | 56        
231   | Path found| 0.104     | 34        | Path found| 0.724     | 34        
232   | Path found| 0.273     | 51        | Path found| 1.014     | 51        
233   | Path found| 0.172     | 50        | Path found| 1.301     | 50        
234   | Path found| 0.132     | 34        | Path found| 0.387     | 34        
235   | Path found| 0.125     | 28        | Path found| 0.283     | 28        
236   | Path found| 0.062     | 22        | Path found| 0.350     | 22        
237   | Path found| 0.100     | 29        | Path found| 0.467     | 29        
238   | Path found| 0.148     | 43        | Path found| 0.793     | 43        
239   | Path found| 0.371     | 65        | Path found| 2.301     | 65        
240   | Path found| 0.148     | 48        | Path found| 0.817     | 48        
241   | Path found| 0.028     | 5         | Path found| 0.129     | 5         
242   | Path found| 0.079     | 26        | Path found| 0.451     | 26        
243   | Path found| 0.031     | 13        | Path found| 0.182     | 13        
244   | Path found| 0.294     | 55        | Path found| 1.647     | 55        
245   | Path found| 0.075     | 27        | Path found| 0.515     | 27        
246   | Path found| 0.045     | 12        | Path found| 0.183     | 12        
247   | Path found| 0.153     | 38        | Path found| 0.863     | 38        
248   | Path found| 0.032     | 16        | Path found| 0.147     | 16        
249   | Path found| 0.057     | 21        | Path found| 0.287     | 21        
250   | Path found| 0.147     | 43        | Path found| 0.914     | 43        
251   | Path found| 0.053     | 15        | Path found| 0.242     | 15        
252   | Path found| 0.115     | 42        | Path found| 0.704     | 42        
253   | Path found| 0.053     | 20        | Path found| 0.248     | 20        
254   | Path found| 0.024     | 6         | Path found| 0.117     | 6         
255   | Path found| 0.135     | 31        | Path found| 0.561     | 31        
256   | Path found| 0.037     | 13        | Path found| 0.192     | 13        
257   | Path found| 0.059     | 21        | Path found| 0.306     | 21        
258   | Path found| 0.037     | 13        | Path found| 0.170     | 13        
259   | Path found| 0.058     | 19        | Path found| 0.236     | 19        
260   | Path found| 0.027     | 9         | Path found| 0.131     | 9         
261   | Path found| 0.037     | 10        | Path found| 0.149     | 10        
262   | Path found| 0.177     | 51        | Path found| 1.497     | 51        
263   | Path found| 0.064     | 21        | Path found| 0.327     | 21        
264   | Path found| 0.108     | 34        | Path found| 0.622     | 34        
265   | Path found| 0.044     | 16        | Path found| 0.228     | 16        
266   | Path found| 0.211     | 52        | Path found| 1.473     | 52        
267   | Path found| 0.142     | 39        | Path found| 0.831     | 39        
268   | Path found| 0.086     | 37        | Path found| 0.533     | 37        
269   | Path found| 0.034     | 8         | Path found| 0.162     | 8         
270   | Path found| 0.159     | 51        | Path found| 0.847     | 51        
271   | Path found| 0.232     | 53        | Path found| 1.487     | 53        
272   | Path found| 0.219     | 39        | Path found| 0.889     | 39        
273   | Path found| 0.040     | 12        | Path found| 0.207     | 12        
274   | Path found| 0.021     | 2         | Path found| 0.105     | 2         
275   | Path found| 0.202     | 56        | Path found| 1.878     | 56        
276   | Path found| 0.090     | 34        | Path found| 0.596     | 34        
277   | Path found| 0.022     | 2         | Path found| 0.104     | 2         
278   | Path found| 0.049     | 24        | Path found| 0.217     | 24        
279   | Path found| 0.035     | 9         | Path found| 0.167     | 9         
280   | Path found| 0.023     | 3         | Path found| 0.115     | 3         
281   | Path found| 0.067     | 22        | Path found| 0.353     | 22        
282   | Path found| 0.044     | 16        | Path found| 0.185     | 16        
283   | Path found| 0.257     | 54        | Path found| 1.180     | 54        
284   | Path found| 0.060     | 18        | Path found| 0.256     | 18        
285   | Path found| 0.225     | 53        | Path found| 1.188     | 53        
286   | Path found| 0.124     | 39        | Path found| 0.823     | 39        
287   | Path found| 0.135     | 34        | Path found| 0.700     | 34        
288   | Path found| 0.252     | 50        | Path found| 0.901     | 50        
289   | Path found| 0.093     | 37        | Path found| 0.381     | 37        
290   | Path found| 0.221     | 57        | Path found| 1.963     | 57        
291   | Path found| 0.045     | 19        | Path found| 0.200     | 19        
292   | Path found| 0.649     | 68        | Path found| 2.594     | 68        
293   | Path found| 0.084     | 24        | Path found| 0.448     | 24        
294   | Path found| 0.032     | 10        | Path found| 0.145     | 10        
295   | Path found| 0.101     | 33        | Path found| 0.619     | 33        
296   | Path found| 0.119     | 30        | Path found| 0.669     | 30        
297   | Path found| 0.277     | 65        | Path found| 2.500     | 65        
298   | Path found| 0.192     | 36        | Path found| 0.821     | 36        
299   | Path found| 0.036     | 10        | Path found| 0.161     | 10        
300   | Path found| 0.065     | 19        | Path found| 0.291     | 19        
301   | Path found| 0.251     | 69        | Path found| 2.891     | 69        
302   | Path found| 0.043     | 10        | Path found| 0.188     | 10        
303   | Path found| 0.044     | 22        | Path found| 0.339     | 22        
304   | Path found| 0.192     | 52        | Path found| 1.557     | 52        
305   | Path found| 0.248     | 51        | Path found| 1.211     | 51        
306   | Path found| 0.055     | 16        | Path found| 0.299     | 16        
307   | Path found| 0.169     | 36        | Path found| 0.663     | 36        
308   | Path found| 0.581     | 71        | Path found| 2.939     | 71        
309   | Path found| 0.125     | 31        | Path found| 0.718     | 31        
310   | Path found| 0.090     | 30        | Path found| 0.562     | 30        
311   | Path found| 0.260     | 62        | Path found| 2.103     | 62        
312   | Path found| 0.282     | 48        | Path found| 1.279     | 48        
313   | Path found| 0.047     | 19        | Path found| 0.224     | 19        
314   | Path found| 0.062     | 30        | Path found| 0.219     | 30        
315   | Path found| 0.152     | 53        | Path found| 1.473     | 53        
316   | Path found| 0.266     | 60        | Path found| 2.226     | 60        
317   | Path found| 0.082     | 25        | Path found| 0.461     | 25        
318   | Path found| 0.058     | 38        | Path found| 0.321     | 38        
319   | Path found| 0.114     | 46        | Path found| 0.786     | 46        
320   | Path found| 0.077     | 39        | Path found| 0.959     | 39        
321   | Path found| 0.031     | 7         | Path found| 0.143     | 7         
322   | Path found| 0.073     | 30        | Path found| 0.440     | 30        
323   | Path found| 0.132     | 43        | Path found| 0.892     | 43        
324   | Path found| 0.098     | 34        | Path found| 0.462     | 34        
325   | Path found| 0.215     | 40        | Path found| 0.940     | 40        
326   | Path found| 0.280     | 54        | Path found| 1.674     | 54        
327   | Path found| 0.370     | 49        | Path found| 1.158     | 49        
328   | Path found| 0.044     | 22        | Path found| 0.201     | 22        
329   | Path found| 0.107     | 29        | Path found| 0.664     | 29        
330   | Path found| 0.146     | 42        | Path found| 1.018     | 42        
331   | Path found| 0.119     | 37        | Path found| 0.818     | 37        
332   | Path found| 0.059     | 19        | Path found| 0.256     | 19        
333   | Path found| 0.165     | 38        | Path found| 0.936     | 38        
334   | Path found| 0.169     | 31        | Path found| 0.687     | 31        
335   | Path found| 0.105     | 38        | Path found| 1.010     | 38        
336   | Path found| 0.092     | 34        | Path found| 0.654     | 34        
337   | Path found| 0.032     | 9         | Path found| 0.145     | 9         
338   | Path found| 0.116     | 34        | Path found| 0.599     | 34        
339   | Path found| 0.125     | 38        | Path found| 0.838     | 38        
340   | Path found| 0.041     | 13        | Path found| 0.231     | 13        
341   | Path found| 0.024     | 6         | Path found| 0.116     | 6         
342   | Path found| 0.042     | 18        | Path found| 0.181     | 18        
343   | Path found| 0.130     | 49        | Path found| 1.404     | 49        
344   | Path found| 0.118     | 35        | Path found| 0.761     | 35        
345   | Path found| 0.089     | 23        | Path found| 0.314     | 23        
346   | Path found| 0.131     | 35        | Path found| 0.542     | 35        
347   | Path found| 0.128     | 34        | Path found| 0.764     | 34        
348   | Path found| 0.055     | 24        | Path found| 0.227     | 24        
349   | Path found| 0.307     | 62        | Path found| 2.302     | 62        
350   | Path found| 0.153     | 43        | Path found| 0.815     | 43        
351   | Path found| 0.058     | 17        | Path found| 0.259     | 17        
352   | Path found| 0.063     | 20        | Path found| 0.282     | 20        
353   | Path found| 0.382     | 78        | Path found| 3.465     | 78        
354   | Path found| 0.322     | 53        | Path found| 0.944     | 53        
355   | Path found| 0.036     | 10        | Path found| 0.163     | 10        
356   | Path found| 0.085     | 26        | Path found| 0.529     | 26        
357   | Path found| 0.032     | 10        | Path found| 0.140     | 10        
358   | Path found| 0.046     | 17        | Path found| 0.222     | 17        
359   | Path found| 0.578     | 79        | Path found| 3.716     | 79        
360   | Path found| 0.029     | 10        | Path found| 0.152     | 10        
361   | Path found| 0.112     | 31        | Path found| 0.592     | 31        
362   | Path found| 0.123     | 37        | Path found| 0.435     | 37        
363   | Path found| 0.060     | 20        | Path found| 0.316     | 20        
364   | Path found| 0.137     | 37        | Path found| 0.951     | 37        
365   | Path found| 0.095     | 38        | Path found| 0.969     | 38        
366   | Path found| 0.052     | 17        | Path found| 0.326     | 17        
367   | Path found| 0.063     | 21        | Path found| 0.313     | 21        
368   | Path found| 0.180     | 55        | Path found| 1.282     | 55        
369   | Path found| 0.149     | 49        | Path found| 1.361     | 49        
370   | Path found| 0.047     | 25        | Path found| 0.345     | 25        
371   | Path found| 0.083     | 21        | Path found| 0.347     | 21        
372   | Path found| 0.094     | 33        | Path found| 0.685     | 33        
373   | Path found| 0.115     | 30        | Path found| 0.648     | 30        
374   | Path found| 0.067     | 41        | Path found| 0.311     | 41        
375   | Path found| 0.086     | 35        | Path found| 0.814     | 35        
376   | Path found| 0.025     | 6         | Path found| 0.112     | 6         
377   | Path found| 0.061     | 25        | Path found| 0.285     | 25        
378   | Path found| 0.141     | 38        | Path found| 1.024     | 38        
379   | Path found| 0.100     | 45        | Path found| 0.367     | 45        
380   | Path found| 0.084     | 23        | Path found| 0.350     | 23        
381   | Path found| 0.108     | 33        | Path found| 0.620     | 33        
382   | Path found| 0.065     | 19        | Path found| 0.247     | 19        
383   | Path found| 0.142     | 38        | Path found| 0.854     | 38        
384   | Path found| 0.108     | 35        | Path found| 0.828     | 35        
385   | Path found| 0.486     | 79        | Path found| 3.701     | 79        
386   | Path found| 0.057     | 19        | Path found| 0.271     | 19        
387   | Path found| 0.056     | 22        | Path found| 0.266     | 22        
388   | Path found| 0.088     | 40        | Path found| 0.328     | 40        
389   | Path found| 0.099     | 36        | Path found| 0.913     | 36        
390   | Path found| 0.156     | 35        | Path found| 0.516     | 35        
391   | Path found| 0.066     | 17        | Path found| 0.310     | 17        
392   | Path found| 0.119     | 34        | Path found| 0.511     | 34        
393   | Path found| 0.030     | 7         | Path found| 0.147     | 7         
394   | Path found| 0.062     | 25        | Path found| 0.294     | 25        
395   | Path found| 0.249     | 69        | Path found| 2.467     | 69        
396   | Path found| 0.074     | 22        | Path found| 0.403     | 22        
397   | Path found| 0.045     | 15        | Path found| 0.202     | 15        
398   | Path found| 0.028     | 6         | Path found| 0.128     | 6         
399   | Path found| 0.026     | 5         | Path found| 0.124     | 5         
400   | Path found| 0.072     | 21        | Path found| 0.361     | 21        
401   | Path found| 0.051     | 24        | Path found| 0.219     | 24        
402   | Path found| 0.350     | 59        | Path found| 1.935     | 59        
403   | Path found| 0.054     | 15        | Path found| 0.286     | 15        
404   | Path found| 0.048     | 15        | Path found| 0.246     | 15        
405   | Path found| 0.108     | 33        | Path found| 0.694     | 33        
406   | Path found| 0.171     | 48        | Path found| 0.926     | 48        
407   | Path found| 0.194     | 52        | Path found| 1.536     | 52        
408   | Path found| 0.137     | 46        | Path found| 1.170     | 46        
409   | Path found| 0.066     | 22        | Path found| 0.308     | 22        
410   | Path found| 0.148     | 29        | Path found| 0.627     | 29        
411   | Path found| 0.114     | 33        | Path found| 0.562     | 33        
412   | Path found| 0.041     | 12        | Path found| 0.222     | 12        
413   | Path found| 0.066     | 21        | Path found| 0.253     | 21        
414   | Path found| 0.299     | 66        | Path found| 2.374     | 66        
415   | Path found| 0.049     | 20        | Path found| 0.294     | 20        
416   | Path found| 0.064     | 19        | Path found| 0.307     | 19        
417   | Path found| 0.047     | 18        | Path found| 0.223     | 18        
418   | Path found| 0.149     | 35        | Path found| 0.641     | 35        
419   | Path found| 0.061     | 20        | Path found| 0.355     | 20        
420   | Path found| 0.055     | 32        | Path found| 0.329     | 32        
421   | Path found| 0.264     | 57        | Path found| 1.927     | 57        
422   | Path found| 0.098     | 25        | Path found| 0.494     | 25        
423   | Path found| 0.071     | 21        | Path found| 0.338     | 21        
424   | Path found| 0.027     | 2         | Path found| 0.107     | 2         
425   | Path found| 0.057     | 26        | Path found| 0.237     | 26        
426   | Path found| 0.142     | 45        | Path found| 0.996     | 45        
427   | Path found| 0.123     | 27        | Path found| 0.535     | 27        
428   | Path found| 0.287     | 63        | Path found| 2.166     | 63        
429   | Path found| 0.317     | 69        | Path found| 2.847     | 69        
430   | Path found| 0.077     | 19        | Path found| 0.351     | 19        
431   | Path found| 0.088     | 27        | Path found| 0.489     | 27        
432   | Path found| 0.054     | 27        | Path found| 0.233     | 27        
433   | Path found| 0.178     | 50        | Path found| 1.480     | 50        
434   | Path found| 0.083     | 30        | Path found| 0.556     | 30        
435   | Path found| 0.026     | 5         | Path found| 0.128     | 5         
436   | Path found| 0.069     | 19        | Path found| 0.336     | 19        
437   | Path found| 0.041     | 13        | Path found| 0.228     | 13        
438   | Path found| 0.375     | 66        | Path found| 2.703     | 66        
439   | Path found| 0.068     | 19        | Path found| 0.334     | 19        
440   | Path found| 0.086     | 30        | Path found| 0.628     | 30        
441   | Path found| 0.068     | 26        | Path found| 0.293     | 26        
442   | Path found| 0.039     | 27        | Path found| 0.174     | 27        
443   | Path found| 0.025     | 7         | Path found| 0.117     | 7         
444   | Path found| 0.019     | 1         | Path found| 0.097     | 1         
445   | Path found| 0.038     | 22        | Path found| 0.210     | 22        
446   | Path found| 0.203     | 35        | Path found| 0.653     | 35        
447   | Path found| 0.444     | 64        | Path found| 2.280     | 64        
448   | Path found| 0.154     | 47        | Path found| 1.122     | 47        
