Test  | A*        | A* time   | A* len    | D* Lite   | D* time   | D* len    
---------------------------------------------------------------------------------
1     | Path found| 0.135     | 19        | Path found| 0.638     | 19        
2     | Path found| 0.096     | 19        | Path found| 0.612     | 19        
3     | Path found| 0.087     | 18        | Path found| 0.377     | 18        
4     | Path found| 0.140     | 27        | Path found| 0.893     | 27        
5     | Path found| 0.823     | 70        | Path found| 6.108     | 70        
6     | Path found| 0.293     | 43        | Path found| 1.716     | 43        
7     | Path found| 0.494     | 38        | Path found| 1.384     | 38        
8     | Path found| 0.649     | 60        | Path found| 1.376     | 60        
9     | Path found| 0.055     | 14        | Path found| 0.221     | 14        
10    | Path found| 0.241     | 54        | Path found| 1.893     | 54        
11    | Path found| 0.155     | 39        | Path found| 0.743     | 39        
12    | Path found| 0.346     | 64        | Path found| 1.997     | 64        
13    | Path found| 0.260     | 52        | Path found| 1.411     | 52        
14    | Path found| 0.821     | 79        | Path found| 3.607     | 79        
15    | Path found| 0.238     | 50        | Path found| 1.102     | 50        
16    | Path found| 0.072     | 27        | Path found| 0.527     | 27        
17    | Path found| 0.079     | 25        | Path found| 0.379     | 25        
18    | Path found| 0.047     | 17        | Path found| 0.224     | 17        
19    | Path found| 0.098     | 32        | Path found| 0.389     | 32        
20    | Path found| 0.054     | 18        | Path found| 0.203     | 18        
21    | Path found| 0.050     | 19        | Path found| 0.257     | 19        
22    | Path found| 0.331     | 60        | Path found| 1.619     | 60        
23    | Path found| 0.159     | 44        | Path found| 0.884     | 44        
24    | Path found| 0.124     | 31        | Path found| 0.491     | 31        
25    | Path found| 0.160     | 41        | Path found| 0.983     | 41        
26    | Path found| 0.072     | 22        | Path found| 0.412     | 22        
27    | Path found| 0.376     | 58        | Path found| 1.755     | 58        
28    | Path found| 0.142     | 44        | Path found| 0.815     | 44        
29    | Path found| 0.069     | 27        | Path found| 0.384     | 27        
30    | Path found| 0.097     | 24        | Path found| 0.453     | 24        
31    | Path found| 0.057     | 24        | Path found| 0.277     | 24        
32    | Path found| 0.040     | 12        | Path found| 0.179     | 12        
33    | Path found| 0.044     | 19        | Path found| 0.212     | 19        
34    | Path found| 0.068     | 31        | Path found| 0.272     | 31        
35    | Path found| 0.053     | 20        | Path found| 0.249     | 20        
36    | Path found| 0.148     | 43        | Path found| 0.955     | 43        
37    | Path found| 0.181     | 43        | Path found| 0.656     | 43        
38    | Path found| 0.118     | 37        | Path found| 0.749     | 37        
39    | Path found| 0.110     | 31        | Path found| 0.635     | 31        
40    | Path found| 0.059     | 24        | Path found| 0.293     | 24        
41    | Path found| 0.232     | 52        | Path found| 0.641     | 52        
42    | Path found| 0.074     | 25        | Path found| 0.441     | 25        
43    | Path found| 0.204     | 43        | Path found| 1.123     | 43        
44    | Path found| 0.042     | 14        | Path found| 0.200     | 14        
45    | Path found| 0.145     | 42        | Path found| 0.759     | 42        
46    | Path found| 0.037     | 12        | Path found| 0.160     | 12        
47    | Path found| 0.079     | 24        | Path found| 0.283     | 24        
48    | Path found| 0.132     | 30        | Path found| 0.456     | 30        
49    | Path found| 0.060     | 23        | Path found| 0.313     | 23        
50    | Path found| 0.103     | 33        | Path found| 0.657     | 33        
51    | Path found| 0.061     | 24        | Path found| 0.269     | 24        
52    | Path found| 0.243     | 55        | Path found| 1.552     | 55        
53    | Path found| 0.037     | 13        | Path found| 0.168     | 13        
54    | Path found| 0.076     | 29        | Path found| 0.445     | 29        
55    | Path found| 0.087     | 24        | Path found| 0.442     | 24        
56    | Path found| 0.275     | 57        | Path found| 1.567     | 57        
57    | Path found| 0.098     | 26        | Path found| 0.430     | 26        
58    | Path found| 0.196     | 55        | Path found| 1.632     | 55        
59    | Path found| 0.146     | 38        | Path found| 0.907     | 38        
60    | Path found| 0.090     | 27        | Path found| 0.350     | 27        
61    | Path found| 0.089     | 26        | Path found| 0.522     | 26        
62    | Path found| 0.088     | 25        | Path found| 0.295     | 25        
63    | Path found| 0.037     | 10        | Path found| 0.171     | 10        
64    | Path found| 0.139     | 38        | Path found| 0.641     | 38        
65    | Path found| 0.136     | 45        | Path found| 0.892     | 45        
66    | Path found| 0.115     | 29        | Path found| 0.618     | 29        
