Test  | A*        | A* time   | A* len    | D* Lite   | D* time   | D* len    
105   | Path found| 0.238     | 50        | Path found| 0.697     | 50        
106   | Path found| 0.097     | 32        | Path found| 0.521     | 32        
107   | Path found| 0.146     | 45        | Path found| 0.498     | 45        
108   | Path found| 0.099     | 34        | Path found| 0.761     | 34        
109   | Path found| 0.232     | 53        | Path found| 1.338     | 53        
110   | Path found| 0.320     | 64        | Path found| 1.805     | 64        
111   | Path found| 0.153     | 50        | Path found| 0.833     | 50        
112   | Path found| 0.274     | 77        | Path found| 3.429     | 77        
113   | Path found| 0.186     | 61        | Path found| 2.135     | 61        
114   | Path found| 0.138     | 46        | Path found| 1.089     | 46        
115   | Path found| 0.130     | 47        | Path found| 0.633     | 47        
116   | Path found| 0.115     | 43        | Path found| 0.435     | 43        
117   | Path found| 0.105     | 33        | Path found| 0.686     | 33        
118   | Path found| 0.168     | 38        | Path found| 0.919     | 38        
119   | Path found| 0.125     | 46        | Path found| 0.634     | 46        
120   | Path found| 0.356     | 58        | Path found| 1.991     | 58        
121   | Path found| 0.084     | 33        | Path found| 0.493     | 33        
122   | Path found| 0.173     | 49        | Path found| 1.457     | 49        
123   | Path found| 0.107     | 36        | Path found| 0.545     | 36        
124   | Path found| 0.128     | 30        | Path found| 0.632     | 30        
125   | Path found| 0.270     | 49        | Path found| 0.963     | 49        
126   | Path found| 0.214     | 51        | Path found| 1.364     | 51        
127   | Path found| 0.137     | 45        | Path found| 0.871     | 45        
128   | Path found| 0.206     | 66        | Path found| 2.571     | 66        
129   | Path found| 0.277     | 41        | Path found| 1.119     | 41        
130   | Path found| 0.122     | 39        | Path found| 0.741     | 39        
131   | Path found| 0.095     | 36        | Path found| 0.883     | 36        
132   | Path found| 0.133     | 31        | Path found| 0.695     | 31        
133   | Path found| 0.142     | 46        | Path found| 1.063     | 46        
134   | Path found| 0.279     | 68        | Path found| 2.660     | 68        
135   | Path found| 0.068     | 34        | Path found| 0.531     | 34        
136   | Path found| 0.257     | 55        | Path found| 1.759     | 55        
137   | Path found| 0.123     | 43        | Path found| 0.744     | 43        
138   | Path found| 0.167     | 49        | Path found| 1.280     | 49        
139   | Path found| 0.077     | 30        | Path found| 0.701     | 30        
140   | Path found| 0.137     | 47        | Path found| 0.651     | 47        
141   | Path found| 0.071     | 30        | Path found| 0.327     | 30        
142   | Path found| 0.094     | 31        | Path found| 0.450     | 31        
143   | Path found| 0.219     | 41        | Path found| 1.147     | 41        
144   | Path found| 0.124     | 30        | Path found| 0.561     | 30        
145   | Path found| 0.101     | 42        | Path found| 0.577     | 42        
146   | Path found| 0.102     | 32        | Path found| 0.461     | 32        
147   | Path found| 0.129     | 39        | Path found| 0.841     | 39        
148   | Path found| 0.296     | 48        | Path found| 0.855     | 48        
149   | Path found| 0.116     | 39        | Path found| 0.874     | 39        
150   | Path found| 0.057     | 31        | Path found| 0.233     | 31        
151   | Path found| 0.120     | 38        | Path found| 0.871     | 38        
152   | Path found| 0.399     | 68        | Path found| 2.451     | 68        
153   | Path found| 0.105     | 35        | Path found| 0.660     | 35        
154   | Path found| 0.236     | 48        | Path found| 0.871     | 48        
155   | Path found| 0.114     | 32        | Path found| 0.285     | 32        
156   | Path found| 0.144     | 30        | Path found| 0.622     | 30        
157   | Path found| 0.106     | 34        | Path found| 0.571     | 34        
158   | Path found| 0.087     | 33        | Path found| 0.457     | 33        
159   | Path found| 0.093     | 35        | Path found| 0.785     | 35        
160   | Path found| 0.273     | 44        | Path found| 1.287     | 44        
161   | Path found| 0.153     | 40        | Path found| 0.602     | 40        
162   | Path found| 0.096     | 34        | Path found| 0.379     | 34        
163   | Path found| 0.385     | 69        | Path found| 2.831     | 69        
164   | Path found| 0.098     | 44        | Path found| 0.414     | 44        
165   | Path found| 0.233     | 45        | Path found| 1.133     | 45        
166   | Path found| 0.292     | 55        | Path found| 1.365     | 55        
167   | Path found| 0.172     | 34        | Path found| 0.747     | 34        
168   | Path found| 0.148     | 45        | Path found| 1.324     | 45        
169   | Path found| 0.125     | 34        | Path found| 0.601     | 34        
170   | Path found| 0.081     | 36        | Path found| 0.417     | 36        
171   | Path found| 0.093     | 33        | Path found| 0.657     | 33        
172   | Path found| 0.079     | 42        | Path found| 0.527     | 42        
173   | Path found| 0.077     | 32        | Path found| 0.349     | 32        
174   | Path found| 0.134     | 40        | Path found| 1.094     | 40        
175   | Path found| 0.117     | 36        | Path found| 0.785     | 36        
176   | Path found| 0.192     | 42        | Path found| 0.736     | 42        
177   | Path found| 0.238     | 67        | Path found| 2.471     | 67        
178   | Path found| 0.175     | 46        | Path found| 1.156     | 46        
179   | Path found| 0.134     | 36        | Path found| 0.639     | 36        
180   | Path found| 0.178     | 69        | Path found| 2.863     | 69        
181   | Path found| 0.240     | 51        | Path found| 1.138     | 51        
182   | Path found| 0.138     | 46        | Path found| 0.770     | 46        
183   | Path found| 0.076     | 34        | Path found| 0.428     | 34        
184   | Path found| 0.105     | 35        | Path found| 0.848     | 35        
185   | Path found| 0.127     | 44        | Path found| 0.849     | 44        
186   | Path found| 0.291     | 52        | Path found| 1.195     | 52        
187   | Path found| 0.067     | 33        | Path found| 0.571     | 33        
188   | Path found| 0.301     | 48        | Path found| 0.633     | 48        
189   | Path found| 0.108     | 34        | Path found| 0.747     | 34        
190   | Path found| 0.268     | 70        | Path found| 2.881     | 70        
191   | Path found| 0.143     | 50        | Path found| 1.517     | 50        
192   | Path found| 0.152     | 38        | Path found| 0.931     | 38        
193   | Path found| 0.106     | 31        | Path found| 0.548     | 31        
194   | Path found| 0.142     | 40        | Path found| 0.835     | 40        
195   | Path found| 0.491     | 60        | Path found| 2.164     | 60        
196   | Path found| 0.129     | 34        | Path found| 0.713     | 34        
197   | Path found| 0.105     | 37        | Path found| 0.995     | 37        
198   | Path found| 0.223     | 65        | Path found| 2.472     | 65        
199   | Path found| 0.138     | 51        | Path found| 1.509     | 51        
200   | Path found| 0.184     | 43        | Path found| 1.139     | 43        
201   | Path found| 0.393     | 58        | Path found| 1.881     | 58        
202   | Path found| 0.124     | 33        | Path found| 0.714     | 33        
203   | Path found| 0.122     | 35        | Path found| 0.592     | 35        
204   | Path found| 0.147     | 41        | Path found| 0.834     | 41        
205   | Path found| 0.073     | 42        | Path found| 0.334     | 42        
206   | Path found| 0.122     | 34        | Path found| 0.759     | 34        
207   | Path found| 0.281     | 48        | Path found| 1.170     | 48        
208   | Path found| 0.112     | 41        | Path found| 0.494     | 41        
209   | Path found| 0.245     | 42        | Path found| 0.820     | 42        
210   | Path found| 0.197     | 52        | Path found| 1.598     | 52        
211   | Path found| 0.123     | 42        | Path found| 1.011     | 42        
212   | Path found| 0.331     | 69        | Path found| 2.654     | 69        
213   | Path found| 0.202     | 47        | Path found| 1.156     | 47        
214   | Path found| 0.119     | 35        | Path found| 0.764     | 35        
215   | Path found| 0.079     | 38        | Path found| 0.383     | 38        
216   | Path found| 0.099     | 32        | Path found| 0.527     | 32        
217   | Path found| 0.234     | 44        | Path found| 1.054     | 44        
218   | Path found| 0.161     | 43        | Path found| 0.711     | 43        
219   | Path found| 0.122     | 35        | Path found| 0.542     | 35        
220   | Path found| 0.081     | 30        | Path found| 0.368     | 30        
221   | Path found| 0.057     | 30        | Path found| 0.252     | 30        
222   | Path found| 0.122     | 33        | Path found| 0.399     | 33        
223   | Path found| 0.419     | 67        | Path found| 1.928     | 67        
224   | Path found| 0.300     | 55        | Path found| 1.212     | 55        
225   | Path found| 0.228     | 37        | Path found| 0.890     | 37        
226   | Path found| 0.097     | 32        | Path found| 0.421     | 32        
227   | Path found| 0.209     | 43        | Path found| 0.579     | 43        
228   | Path found| 0.123     | 48        | Path found| 0.970     | 48        
229   | Path found| 0.225     | 42        | Path found| 0.701     | 42        
230   | Path found| 0.232     | 56        | Path found| 1.591     | 56        
231   | Path found| 0.075     | 36        | Path found| 0.436     | 36        
232   | Path found| 0.314     | 62        | Path found| 2.174     | 62        
233   | Path found| 0.121     | 46        | Path found| 1.170     | 46        
234   | Path found| 0.267     | 65        | Path found| 2.478     | 65        
235   | Path found| 0.077     | 30        | Path found| 0.481     | 30        
236   | Path found| 0.135     | 35        | Path found| 0.853     | 35        
237   | Path found| 0.178     | 35        | Path found| 0.749     | 35        
238   | Path found| 0.048     | 36        | Path found| 0.382     | 36        
239   | Path found| 0.086     | 42        | Path found| 0.410     | 42        
240   | Path found| 0.128     | 37        | Path found| 0.482     | 37        
241   | Path found| 0.128     | 35        | Path found| 0.781     | 35        
242   | Path found| 0.115     | 40        | Path found| 1.137     | 40        
243   | Path found| 0.165     | 40        | Path found| 0.643     | 40        
244   | Path found| 0.116     | 35        | Path found| 0.801     | 35        
245   | Path found| 0.093     | 35        | Path found| 0.517     | 35        
246   | Path found| 0.143     | 41        | Path found| 0.931     | 41        
247   | Path found| 0.149     | 38        | Path found| 0.818     | 38        
248   | Path found| 0.272     | 56        | Path found| 1.457     | 56        
249   | Path found| 0.120     | 39        | Path found| 0.720     | 39        
250   | Path found| 0.290     | 54        | Path found| 1.298     | 54        
251   | Path found| 0.146     | 50        | Path found| 1.239     | 50        
252   | Path found| 0.290     | 53        | Path found| 1.613     | 53        
253   | Path found| 0.076     | 30        | Path found| 0.637     | 30        
254   | Path found| 0.082     | 34        | Path found| 0.338     | 34        
255   | Path found| 0.102     | 30        | Path found| 0.522     | 30        
256   | Path found| 0.354     | 57        | Path found| 0.793     | 57        
257   | Path found| 0.092     | 34        | Path found| 0.485     | 34        
258   | Path found| 0.045     | 33        | Path found| 0.207     | 33        
259   | Path found| 0.088     | 30        | Path found| 0.308     | 30        
260   | Path found| 0.131     | 36        | Path found| 0.867     | 36        
261   | Path found| 0.201     | 51        | Path found| 1.518     | 51        
262   | Path found| 0.143     | 33        | Path found| 0.672     | 33        
263   | Path found| 0.124     | 34        | Path found| 0.583     | 34        
264   | Path found| 0.099     | 30        | Path found| 0.516     | 30        
265   | Path found| 0.140     | 45        | Path found| 1.081     | 45        
266   | Path found| 0.083     | 33        | Path found| 0.412     | 33        
267   | Path found| 0.156     | 49        | Path found| 1.437     | 49        
268   | Path found| 0.112     | 43        | Path found| 0.649     | 43        
269   | Path found| 0.202     | 45        | Path found| 0.918     | 45        
270   | Path found| 0.076     | 31        | Path found| 0.344     | 31        
271   | Path found| 0.231     | 49        | Path found| 1.288     | 49        
272   | Path found| 0.204     | 42        | Path found| 0.484     | 42        
273   | Path found| 0.064     | 32        | Path found| 0.382     | 32        
274   | Path found| 0.325     | 54        | Path found| 1.169     | 54        
275   | Path found| 0.181     | 37        | Path found| 0.775     | 37        
276   | Path found| 0.209     | 53        | Path found| 1.547     | 53        
277   | Path found| 0.101     | 44        | Path found| 0.517     | 44        
278   | Path found| 0.142     | 54        | Path found| 1.618     | 54        
279   | Path found| 0.073     | 31        | Path found| 0.279     | 31        
280   | Path found| 0.222     | 46        | Path found| 0.806     | 46        
281   | Path found| 0.199     | 66        | Path found| 2.293     | 66        
282   | Path found| 0.284     | 61        | Path found| 1.330     | 61        
283   | Path found| 0.142     | 55        | Path found| 1.432     | 55        
284   | Path found| 0.134     | 47        | Path found| 0.947     | 47        
285   | Path found| 0.190     | 51        | Path found| 1.076     | 51        
286   | Path found| 0.237     | 48        | Path found| 1.237     | 48        
287   | Path found| 0.288     | 53        | Path found| 1.389     | 53        
288   | Path found| 0.231     | 51        | Path found| 1.210     | 51        
289   | Path found| 0.254     | 50        | Path found| 1.452     | 50        
290   | Path found| 0.272     | 59        | Path found| 1.637     | 59        
291   | Path found| 0.225     | 53        | Path found| 1.637     | 53        
292   | Path found| 0.113     | 40        | Path found| 0.800     | 40        
293   | Path found| 0.164     | 50        | Path found| 1.506     | 50        
294   | Path found| 0.127     | 38        | Path found| 0.613     | 38        
295   | Path found| 0.307     | 53        | Path found| 0.596     | 53        
296   | Path found| 0.133     | 38        | Path found| 0.974     | 38        
297   | Path found| 0.063     | 30        | Path found| 0.292     | 30        
298   | Path found| 0.249     | 52        | Path found| 1.498     | 52        
299   | Path found| 0.058     | 33        | Path found| 0.197     | 33        
300   | Path found| 0.113     | 39        | Path found| 0.982     | 39        
301   | Path found| 0.084     | 33        | Path found| 0.345     | 33        
302   | Path found| 0.116     | 38        | Path found| 0.937     | 38        
303   | Path found| 0.187     | 49        | Path found| 1.489     | 49        
304   | Path found| 0.378     | 54        | Path found| 1.553     | 54        
305   | Path found| 0.234     | 52        | Path found| 1.357     | 52        
306   | Path found| 0.120     | 31        | Path found| 0.603     | 31        
307   | Path found| 0.127     | 39        | Path found| 0.909     | 39        
308   | Path found| 0.186     | 49        | Path found| 0.830     | 49        
309   | Path found| 0.275     | 55        | Path found| 1.457     | 55        
310   | Path found| 0.197     | 46        | Path found| 1.264     | 46        
311   | Path found| 0.127     | 40        | Path found| 0.980     | 40        
312   | Path found| 0.359     | 59        | Path found| 1.879     | 59        
313   | Path found| 0.164     | 44        | Path found| 1.135     | 44        
314   | Path found| 0.151     | 35        | Path found| 0.812     | 35        
315   | Path found| 0.138     | 48        | Path found| 0.644     | 48        
316   | Path found| 0.095     | 34        | Path found| 0.780     | 34        
317   | Path found| 0.132     | 30        | Path found| 0.525     | 30        
318   | Path found| 0.137     | 40        | Path found| 0.847     | 40        
319   | Path found| 0.263     | 58        | Path found| 1.709     | 58        
320   | Path found| 0.207     | 56        | Path found| 1.373     | 56        
321   | Path found| 0.087     | 35        | Path found| 0.429     | 35        
322   | Path found| 0.042     | 31        | Path found| 0.196     | 31        
323   | Path found| 0.123     | 49        | Path found| 0.674     | 49        
324   | Path found| 0.160     | 69        | Path found| 2.829     | 69        
325   | Path found| 0.190     | 52        | Path found| 0.804     | 52        
326   | Path found| 0.208     | 56        | Path found| 1.888     | 56        
327   | Path found| 0.126     | 32        | Path found| 0.563     | 32        
328   | Path found| 0.136     | 40        | Path found| 0.827     | 40        
329   | Path found| 0.063     | 36        | Path found| 0.265     | 36        
330   | Path found| 0.323     | 46        | Path found| 1.461     | 46        
331   | Path found| 0.211     | 38        | Path found| 0.541     | 38        
332   | Path found| 0.121     | 30        | Path found| 0.649     | 30        
333   | Path found| 0.112     | 38        | Path found| 0.862     | 38        
334   | Path found| 0.106     | 39        | Path found| 0.670     | 39        
335   | Path found| 0.367     | 55        | Path found| 1.528     | 55        
336   | Path found| 0.204     | 46        | Path found| 1.031     | 46        
337   | Path found| 0.581     | 66        | Path found| 2.460     | 66        
338   | Path found| 0.140     | 39        | Path found| 0.902     | 39        
339   | Path found| 0.110     | 34        | Path found| 0.614     | 34        
340   | Path found| 0.124     | 32        | Path found| 0.681     | 32        
341   | Path found| 0.148     | 43        | Path found| 1.023     | 43        
342   | Path found| 0.154     | 38        | Path found| 0.668     | 38        
343   | Path found| 0.095     | 43        | Path found| 0.314     | 43        
344   | Path found| 0.090     | 34        | Path found| 0.751     | 34        
345   | Path found| 0.265     | 41        | Path found| 0.456     | 41        
346   | Path found| 0.097     | 32        | Path found| 0.447     | 32        
347   | Path found| 0.203     | 53        | Path found| 1.392     | 53        
348   | Path found| 0.130     | 48        | Path found| 1.366     | 48        
349   | Path found| 0.140     | 34        | Path found| 0.398     | 34        
350   | Path found| 0.124     | 37        | Path found| 0.748     | 37        
351   | Path found| 0.344     | 63        | Path found| 1.299     | 63        
352   | Path found| 0.125     | 34        | Path found| 0.735     | 34        
353   | Path found| 0.542     | 72        | Path found| 2.769     | 72        
354   | Path found| 0.154     | 31        | Path found| 0.682     | 31        
355   | Path found| 0.106     | 38        | Path found| 0.513     | 38        
356   | Path found| 0.308     | 58        | Path found| 2.067     | 58        
357   | Path found| 0.255     | 52        | Path found| 1.602     | 52        
358   | Path found| 0.166     | 37        | Path found| 0.830     | 37        
359   | Path found| 0.292     | 55        | Path found| 1.406     | 55        
360   | Path found| 0.097     | 36        | Path found| 0.335     | 36        
361   | Path found| 0.111     | 41        | Path found| 0.546     | 41        
362   | Path found| 0.593     | 84        | Path found| 4.130     | 84        
363   | Path found| 0.172     | 48        | Path found| 1.189     | 48        
364   | Path found| 0.108     | 30        | Path found| 0.645     | 30        
365   | Path found| 0.246     | 58        | Path found| 1.860     | 58        
366   | Path found| 0.117     | 42        | Path found| 0.962     | 42        
367   | Path found| 0.563     | 75        | Path found| 3.015     | 75        
368   | Path found| 0.270     | 43        | Path found| 0.308     | 43        
369   | Path found| 0.140     | 40        | Path found| 0.838     | 40        
370   | Path found| 0.119     | 34        | Path found| 0.817     | 34        
371   | Path found| 0.118     | 38        | Path found| 0.768     | 38        
372   | Path found| 0.109     | 39        | Path found| 0.895     | 39        
373   | Path found| 0.108     | 32        | Path found| 0.635     | 32        
374   | Path found| 0.122     | 32        | Path found| 0.494     | 32        
375   | Path found| 0.175     | 45        | Path found| 0.932     | 45        
376   | Path found| 0.332     | 58        | Path found| 2.001     | 58        
377   | Path found| 0.109     | 38        | Path found| 0.508     | 38        
378   | Path found| 0.236     | 49        | Path found| 0.789     | 49        
379   | Path found| 0.388     | 61        | Path found| 2.129     | 61        
380   | Path found| 0.079     | 33        | Path found| 0.335     | 33        
381   | Path found| 0.134     | 40        | Path found| 0.689     | 40        
382   | Path found| 0.497     | 72        | Path found| 3.062     | 72        
383   | Path found| 0.246     | 46        | Path found| 1.155     | 46        
384   | Path found| 0.258     | 61        | Path found| 2.067     | 61        
385   | Path found| 0.191     | 45        | Path found| 1.193     | 45        
386   | Path found| 0.208     | 42        | Path found| 0.775     | 42        
387   | Path found| 0.288     | 56        | Path found| 1.510     | 56        
388   | Path found| 0.117     | 36        | Path found| 0.761     | 36        
389   | Path found| 0.244     | 56        | Path found| 1.806     | 56        
390   | Path found| 0.299     | 57        | Path found| 1.646     | 57        
391   | Path found| 0.194     | 43        | Path found| 0.522     | 43        
392   | Path found| 0.132     | 44        | Path found| 1.181     | 44        
393   | Path found| 0.223     | 50        | Path found| 1.120     | 50        
394   | Path found| 0.156     | 36        | Path found| 0.814     | 36        
395   | Path found| 0.165     | 46        | Path found| 1.165     | 46        
396   | Path found| 0.127     | 36        | Path found| 0.455     | 36        
397   | Path found| 0.132     | 46        | Path found| 0.860     | 46        
398   | Path found| 0.078     | 30        | Path found| 0.597     | 30        
399   | Path found| 0.263     | 77        | Path found| 3.291     | 77        
400   | Path found| 0.117     | 39        | Path found| 0.568     | 39        
401   | Path found| 0.230     | 45        | Path found| 0.766     | 45        
402   | Path found| 0.399     | 57        | Path found| 1.804     | 57        
403   | Path found| 0.224     | 55        | Path found| 1.348     | 55        
404   | Path found| 0.291     | 61        | Path found| 1.568     | 61        
405   | Path found| 0.281     | 79        | Path found| 3.618     | 79        
406   | Path found| 0.120     | 39        | Path found| 0.716     | 39        
407   | Path found| 0.517     | 62        | Path found| 2.300     | 62        
408   | Path found| 0.386     | 51        | Path found| 1.452     | 51        
409   | Path found| 0.050     | 33        | Path found| 0.485     | 33        
410   | Path found| 0.108     | 40        | Path found| 0.563     | 40        
411   | Path found| 0.119     | 35        | Path found| 0.495     | 35        
412   | Path found| 0.167     | 50        | Path found| 1.429     | 50        
413   | Path found| 0.145     | 40        | Path found| 0.896     | 40        
414   | Path found| 0.129     | 43        | Path found| 1.126     | 43        
415   | Path found| 0.140     | 42        | Path found| 0.982     | 42        
416   | Path found| 0.106     | 40        | Path found| 0.657     | 40        
417   | Path found| 0.144     | 50        | Path found| 1.382     | 50        
418   | Path found| 0.404     | 63        | Path found| 2.402     | 63        
419   | Path found| 0.308     | 59        | Path found| 1.969     | 59        
420   | Path found| 0.301     | 58        | Path found| 1.432     | 58        
421   | Path found| 0.109     | 38        | Path found| 0.575     | 38        
422   | Path found| 0.210     | 53        | Path found| 1.245     | 53        
423   | Path found| 0.182     | 61        | Path found| 1.893     | 61        
424   | Path found| 0.298     | 56        | Path found| 1.706     | 56        
425   | Path found| 0.121     | 37        | Path found| 0.511     | 37        
426   | Path found| 0.080     | 30        | Path found| 0.596     | 30        
427   | Path found| 0.143     | 48        | Path found| 0.973     | 48        
428   | Path found| 0.131     | 48        | Path found| 0.510     | 48        
429   | Path found| 0.108     | 34        | Path found| 0.460     | 34        
430   | Path found| 0.053     | 41        | Path found| 0.304     | 41        
431   | Path found| 0.125     | 37        | Path found| 0.711     | 37        
432   | Path found| 0.127     | 47        | Path found| 1.291     | 47        
433   | Path found| 0.159     | 36        | Path found| 0.653     | 36        
434   | Path found| 0.170     | 54        | Path found| 1.458     | 54        
435   | Path found| 0.104     | 45        | Path found| 1.160     | 45        
436   | Path found| 0.226     | 57        | Path found| 1.874     | 57        
437   | Path found| 0.178     | 38        | Path found| 0.758     | 38        
438   | Path found| 0.080     | 37        | Path found| 0.858     | 37        
439   | Path found| 0.099     | 33        | Path found| 0.527     | 33        
440   | Path found| 0.118     | 33        | Path found| 0.782     | 33        
441   | Path found| 0.305     | 50        | Path found| 1.475     | 50        
442   | Path found| 0.086     | 40        | Path found| 0.383     | 40        
443   | Path found| 0.446     | 60        | Path found| 1.953     | 60        
444   | Path found| 0.088     | 35        | Path found| 0.244     | 35        
445   | Path found| 0.108     | 38        | Path found| 0.638     | 38        
446   | Path found| 0.148     | 42        | Path found| 1.094     | 42        
447   | Path found| 0.358     | 62        | Path found| 2.161     | 62        
448   | Path found| 0.084     | 31        | Path found| 0.455     | 31        
